year,school name,suburb,state,teaching staff per total enrolments
2022,St Benedict's Catholic College,Oran Park,NSW,0.07747933884297521
2021,St Benedict's Catholic College,Oran Park,NSW,0.0736949846468782
2020,St Benedict's Catholic College,Oran Park,NSW,0.07597535934291581
2019,St Benedict's Catholic College,Oran Park,NSW,0.07464324917672886
2018,St Benedict's Catholic College,Oran Park,NSW,0.07253269916765755
2017,St Benedict's Catholic College,Oran Park,NSW,0.07702523240371846
2016,St Benedict's Catholic College,Oran Park,NSW,0.07518796992481203
2015,St Benedict's Catholic College,Oran Park,NSW,0.08045977011494253
2014,St Benedict's Catholic College,Oran Park,NSW,0.08264462809917356
2013,St Benedict's Catholic College,Oran Park,NSW,0.0881057268722467
2012,St Benedict's Catholic College,Oran Park,NSW,0.09420289855072464
2011,St Benedict's Catholic College,Oran Park,NSW,0.12307692307692308
2013,Currawah Adventist Aboriginal College,Gongolgon,NSW,0.0
2012,Currawah Adventist Aboriginal College,Gongolgon,NSW,0.05714285714285714
2011,Currawah Adventist Aboriginal College,Gongolgon,NSW,0.11764705882352941
2024,Don College,Devonport,TAS,0.09153005464480875
2023,Don College,Devonport,TAS,0.09631728045325778
2022,Don College,Devonport,TAS,0.08803301237964237
2021,Don College,Devonport,TAS,0.09431345353675451
2020,Don College,Devonport,TAS,0.08996088657105607
2019,Don College,Devonport,TAS,0.09311224489795919
2018,Don College,Devonport,TAS,0.08665906499429875
2017,Don College,Devonport,TAS,0.08314606741573034
2016,Don College,Devonport,TAS,0.08342361863488625
2015,Don College,Devonport,TAS,0.07804370447450572
2014,Don College,Devonport,TAS,0.0693359375
2013,Don College,Devonport,TAS,0.07216494845360824
2012,Don College,Devonport,TAS,0.06943105110896818
2011,Don College,Devonport,TAS,0.06461232604373758
2024,Hellyer College,Shorewell Park,TAS,0.08191653786707882
2023,Hellyer College,Shorewell Park,TAS,0.0825242718446602
2022,Hellyer College,Shorewell Park,TAS,0.09018987341772151
2021,Hellyer College,Shorewell Park,TAS,0.08482142857142858
2020,Hellyer College,Shorewell Park,TAS,0.08092485549132948
2019,Hellyer College,Shorewell Park,TAS,0.08450704225352113
2018,Hellyer College,Shorewell Park,TAS,0.08179419525065963
2017,Hellyer College,Shorewell Park,TAS,0.08556832694763729
2016,Hellyer College,Shorewell Park,TAS,0.0850546780072904
2015,Hellyer College,Shorewell Park,TAS,0.07897664071190211
2014,Hellyer College,Shorewell Park,TAS,0.07272727272727272
2013,Hellyer College,Shorewell Park,TAS,0.07420091324200913
2012,Hellyer College,Shorewell Park,TAS,0.06690561529271206
2011,Hellyer College,Shorewell Park,TAS,0.061371841155234655
2024,Hobart College,Mount Nelson,TAS,0.09541420118343195
2023,Hobart College,Mount Nelson,TAS,0.08878856282919488
2022,Hobart College,Mount Nelson,TAS,0.0912863070539419
2021,Hobart College,Mount Nelson,TAS,0.08868243243243243
2020,Hobart College,Mount Nelson,TAS,0.09469026548672567
2019,Hobart College,Mount Nelson,TAS,0.09116022099447514
2018,Hobart College,Mount Nelson,TAS,0.08998144712430427
2017,Hobart College,Mount Nelson,TAS,0.09572490706319703
2016,Hobart College,Mount Nelson,TAS,0.09932497589199614
2015,Hobart College,Mount Nelson,TAS,0.09571286141575275
2014,Hobart College,Mount Nelson,TAS,0.08704253214638971
2013,Hobart College,Mount Nelson,TAS,0.08895131086142322
2012,Hobart College,Mount Nelson,TAS,0.08138528138528138
2011,Hobart College,Mount Nelson,TAS,0.07926829268292683
2012,Jordan River Learning Federation,Bridgewater,TAS,0.08401826484018265
2011,Jordan River Learning Federation,Bridgewater,TAS,0.10927456382001836
2024,Albert Park College,Albert Park,VIC,0.08287629494210846
2023,Albert Park College,Albert Park,VIC,0.08876474239602732
2022,Albert Park College,Albert Park,VIC,0.08659397049390635
2021,Albert Park College,Albert Park,VIC,0.08059316569954868
2020,Albert Park College,Albert Park,VIC,0.08102493074792244
2019,Albert Park College,Albert Park,VIC,0.08872727272727272
2018,Albert Park College,Albert Park,VIC,0.08695652173913043
2017,Albert Park College,Albert Park,VIC,0.07766143106457242
2016,Albert Park College,Albert Park,VIC,0.07625482625482626
2015,Albert Park College,Albert Park,VIC,0.07692307692307693
2014,Albert Park College,Albert Park,VIC,0.07254623044096728
2013,Albert Park College,Albert Park,VIC,0.08624229979466119
2012,Albert Park College,Albert Park,VIC,0.0851063829787234
2011,Albert Park College,Albert Park,VIC,0.09933774834437085
2024,Phoenix P-12 Community College,Sebastopol,VIC,0.09648562300319488
2023,Phoenix P-12 Community College,Sebastopol,VIC,0.09723116548615583
2022,Phoenix P-12 Community College,Sebastopol,VIC,0.09424414927261227
2021,Phoenix P-12 Community College,Sebastopol,VIC,0.09183673469387756
2020,Phoenix P-12 Community College,Sebastopol,VIC,0.08725289706884799
2019,Phoenix P-12 Community College,Sebastopol,VIC,0.08599857853589196
2018,Phoenix P-12 Community College,Sebastopol,VIC,0.07978311386522076
2017,Phoenix P-12 Community College,Sebastopol,VIC,0.08340147179067865
2016,Phoenix P-12 Community College,Sebastopol,VIC,0.0811044003451251
2015,Phoenix P-12 Community College,Sebastopol,VIC,0.0812274368231047
2014,Phoenix P-12 Community College,Sebastopol,VIC,0.07872539831302718
2013,Phoenix P-12 Community College,Sebastopol,VIC,0.08102564102564103
2012,Phoenix P-12 Community College,Sebastopol,VIC,0.08493427704752275
2011,Phoenix P-12 Community College,Sebastopol,VIC,0.08333333333333333
2024,Boort District P-12 School,Boort,VIC,0.13917525773195877
2023,Boort District P-12 School,Boort,VIC,0.140625
2022,Boort District P-12 School,Boort,VIC,0.12135922330097088
2021,Boort District P-12 School,Boort,VIC,0.11057692307692307
2020,Boort District P-12 School,Boort,VIC,0.13023255813953488
2019,Boort District P-12 School,Boort,VIC,0.11013215859030837
2018,Boort District P-12 School,Boort,VIC,0.1085972850678733
2017,Boort District P-12 School,Boort,VIC,0.10648148148148148
2016,Boort District P-12 School,Boort,VIC,0.11363636363636363
2015,Boort District P-12 School,Boort,VIC,0.11353711790393013
2014,Boort District P-12 School,Boort,VIC,0.11206896551724138
2013,Boort District P-12 School,Boort,VIC,0.13025210084033614
2012,Boort District P-12 School,Boort,VIC,0.1336206896551724
2011,Boort District P-12 School,Boort,VIC,0.13777777777777778
2024,Cranbourne East Secondary College,Cranbourne East,VIC,0.08062977099236641
2023,Cranbourne East Secondary College,Cranbourne East,VIC,0.08211586901763224
2022,Cranbourne East Secondary College,Cranbourne East,VIC,0.07873154729360306
2021,Cranbourne East Secondary College,Cranbourne East,VIC,0.08108108108108109
2020,Cranbourne East Secondary College,Cranbourne East,VIC,0.08057179987004548
2019,Cranbourne East Secondary College,Cranbourne East,VIC,0.07960576194086429
2018,Cranbourne East Secondary College,Cranbourne East,VIC,0.0847457627118644
2017,Cranbourne East Secondary College,Cranbourne East,VIC,0.07924203273040482
2016,Cranbourne East Secondary College,Cranbourne East,VIC,0.07897153351698806
2015,Cranbourne East Secondary College,Cranbourne East,VIC,0.07243460764587525
2014,Cranbourne East Secondary College,Cranbourne East,VIC,0.07901234567901234
2013,Cranbourne East Secondary College,Cranbourne East,VIC,0.08045977011494253
2012,Cranbourne East Secondary College,Cranbourne East,VIC,0.07462686567164178
2011,Cranbourne East Secondary College,Cranbourne East,VIC,0.09090909090909091
2018,Goongerah Tubbut P-8 College,Goongerah,VIC,1.0
2017,Goongerah Tubbut P-8 College,Goongerah,VIC,0.6666666666666666
2016,Goongerah Tubbut P-8 College,Goongerah,VIC,0.4166666666666667
2015,Goongerah Tubbut P-8 College,Goongerah,VIC,0.35714285714285715
2014,Goongerah Tubbut P-8 College,Goongerah,VIC,0.38461538461538464
2013,Goongerah Tubbut P-8 College,Goongerah,VIC,0.13333333333333333
2012,Goongerah Tubbut P-8 College,Goongerah,VIC,0.35714285714285715
2011,Goongerah Tubbut P-8 College,Goongerah,VIC,0.0
2024,Northern Bay P-12 College,Corio,VIC,0.11578372474057892
2023,Northern Bay P-12 College,Corio,VIC,0.11046847888953153
2022,Northern Bay P-12 College,Corio,VIC,0.11961722488038277
2021,Northern Bay P-12 College,Corio,VIC,0.11809191390343222
2020,Northern Bay P-12 College,Corio,VIC,0.10211841390548615
2019,Northern Bay P-12 College,Corio,VIC,0.0987080103359173
2018,Northern Bay P-12 College,Corio,VIC,0.10051546391752578
2017,Northern Bay P-12 College,Corio,VIC,0.10585241730279898
2016,Northern Bay P-12 College,Corio,VIC,0.09108813392417528
2015,Northern Bay P-12 College,Corio,VIC,0.08887785501489573
2014,Northern Bay P-12 College,Corio,VIC,0.089
2013,Northern Bay P-12 College,Corio,VIC,0.08521906596051998
2012,Northern Bay P-12 College,Corio,VIC,0.09379374708352776
2011,Northern Bay P-12 College,Corio,VIC,0.09407044137316095
2024,Suzanne Cory High School,Werribee,VIC,0.08116883116883117
2023,Suzanne Cory High School,Werribee,VIC,0.08498896247240618
2022,Suzanne Cory High School,Werribee,VIC,0.08388520971302428
2021,Suzanne Cory High School,Werribee,VIC,0.0782800441014333
2020,Suzanne Cory High School,Werribee,VIC,0.0732519422863485
2019,Suzanne Cory High School,Werribee,VIC,0.07457627118644068
2018,Suzanne Cory High School,Werribee,VIC,0.07462686567164178
2017,Suzanne Cory High School,Werribee,VIC,0.07420494699646643
2016,Suzanne Cory High School,Werribee,VIC,0.07776427703523693
2015,Suzanne Cory High School,Werribee,VIC,0.07133917396745933
2014,Suzanne Cory High School,Werribee,VIC,0.07653701380175659
2013,Suzanne Cory High School,Werribee,VIC,0.07653910149750416
2012,Suzanne Cory High School,Werribee,VIC,0.08040201005025126
2011,Suzanne Cory High School,Werribee,VIC,0.08040201005025126
2024,Islamic College Of Melbourne,Tarneit,VIC,0.064
2023,Islamic College Of Melbourne,Tarneit,VIC,0.0649502633118783
2022,Islamic College Of Melbourne,Tarneit,VIC,0.06451612903225806
2021,Islamic College Of Melbourne,Tarneit,VIC,0.06486101211689238
2020,Islamic College Of Melbourne,Tarneit,VIC,0.06722689075630252
2019,Islamic College Of Melbourne,Tarneit,VIC,0.0665024630541872
2018,Islamic College Of Melbourne,Tarneit,VIC,0.06636771300448431
2017,Islamic College Of Melbourne,Tarneit,VIC,0.06755373592630501
2016,Islamic College Of Melbourne,Tarneit,VIC,0.06162790697674419
2015,Islamic College Of Melbourne,Tarneit,VIC,0.05660377358490566
2013,Islamic College Of Melbourne,Tarneit,VIC,0.048355899419729204
2024,Stott's Colleges,Melbourne,VIC,0.0
2023,Stott's Colleges,Melbourne,VIC,0.0
2022,Stott's Colleges,Melbourne,VIC,0.0
2021,Stott's Colleges,Melbourne,VIC,0.0
2020,Stott's Colleges,Melbourne,VIC,0.0
2019,Stott's Colleges,Melbourne,VIC,0.0
2018,Stott's Colleges,Melbourne,VIC,0.0
2017,Stott's Colleges,Melbourne,VIC,0.0
2016,Stott's Colleges,Melbourne,VIC,0.0
2015,Stott's Colleges,Melbourne,VIC,0.0
2014,Stott's Colleges,Melbourne,VIC,0.0
2013,Stott's Colleges,Melbourne,VIC,0.0
2012,Stott's Colleges,Melbourne,VIC,0.0
2011,Stott's Colleges,Melbourne,VIC,0.15625
2024,Austin Cove Baptist College,South Yunderup,WA,0.07659574468085106
2023,Austin Cove Baptist College,South Yunderup,WA,0.07796101949025487
2022,Austin Cove Baptist College,South Yunderup,WA,0.07644305772230889
2021,Austin Cove Baptist College,South Yunderup,WA,0.07849293563579278
2020,Austin Cove Baptist College,South Yunderup,WA,0.08375209380234507
2019,Austin Cove Baptist College,South Yunderup,WA,0.046251993620414676
2018,Austin Cove Baptist College,South Yunderup,WA,0.08540925266903915
2017,Austin Cove Baptist College,South Yunderup,WA,0.100418410041841
2016,Austin Cove Baptist College,South Yunderup,WA,0.09775967413441955
2015,Austin Cove Baptist College,South Yunderup,WA,0.08844765342960288
2014,Austin Cove Baptist College,South Yunderup,WA,0.08719851576994433
2013,Austin Cove Baptist College,South Yunderup,WA,0.07517482517482517
2012,Austin Cove Baptist College,South Yunderup,WA,0.06286836935166994
2011,Austin Cove Baptist College,South Yunderup,WA,0.06031746031746032
2024,Alkimos Baptist College,Merriwa,WA,0.09337349397590361
2023,Alkimos Baptist College,Merriwa,WA,0.08681672025723473
2022,Alkimos Baptist College,Merriwa,WA,0.0989399293286219
2021,Alkimos Baptist College,Merriwa,WA,0.09574468085106383
2020,Alkimos Baptist College,Merriwa,WA,0.09
2019,Alkimos Baptist College,Merriwa,WA,0.09246575342465753
2018,Alkimos Baptist College,Merriwa,WA,0.1148936170212766
2017,Alkimos Baptist College,Merriwa,WA,0.12105263157894737
2016,Alkimos Baptist College,Merriwa,WA,0.176056338028169
2015,Alkimos Baptist College,Merriwa,WA,0.12735849056603774
2014,Alkimos Baptist College,Merriwa,WA,0.09398496240601503
2013,Alkimos Baptist College,Merriwa,WA,0.08300395256916997
2012,Alkimos Baptist College,Merriwa,WA,0.10810810810810811
2011,Alkimos Baptist College,Merriwa,WA,0.08396946564885496
2024,JRLF - Senior School,Bridgewater,TAS,0.12209302325581395
2023,JRLF - Senior School,Bridgewater,TAS,0.10658307210031348
2022,JRLF - Senior School,Bridgewater,TAS,0.1040268456375839
2021,JRLF - Senior School,Bridgewater,TAS,0.09935897435897435
2020,JRLF - Senior School,Bridgewater,TAS,0.09337349397590361
2019,JRLF - Senior School,Bridgewater,TAS,0.10223642172523961
2018,JRLF - Senior School,Bridgewater,TAS,0.09846153846153846
2017,JRLF - Senior School,Bridgewater,TAS,0.09836065573770492
2016,JRLF - Senior School,Bridgewater,TAS,0.09411764705882353
2015,JRLF - Senior School,Bridgewater,TAS,0.1037463976945245
2014,JRLF - Senior School,Bridgewater,TAS,0.10511363636363637
2024,Launceston Big Picture School,Invermay,TAS,0.14150943396226415
2023,Launceston Big Picture School,Invermay,TAS,0.11818181818181818
2022,Launceston Big Picture School,Invermay,TAS,0.08653846153846154
2021,Launceston Big Picture School,Invermay,TAS,0.09803921568627451
2020,Launceston Big Picture School,Invermay,TAS,0.1
2019,Launceston Big Picture School,Invermay,TAS,0.1232876712328767
2018,Launceston Big Picture School,Invermay,TAS,0.11864406779661017
2017,Launceston Big Picture School,Invermay,TAS,0.10526315789473684
2016,Launceston Big Picture School,Invermay,TAS,0.10810810810810811
2024,Reynella East College,Reynella East,SA,0.0761708697889861
2023,Reynella East College,Reynella East,SA,0.0732484076433121
2022,Reynella East College,Reynella East,SA,0.07367280606717226
2021,Reynella East College,Reynella East,SA,0.07573047107930829
2020,Reynella East College,Reynella East,SA,0.07062978222483814
2019,Reynella East College,Reynella East,SA,0.07339988256018791
2018,Reynella East College,Reynella East,SA,0.07264206209724663
2017,Reynella East College,Reynella East,SA,0.07188778492109878
2016,Reynella East College,Reynella East,SA,0.06898550724637681
2015,Reynella East College,Reynella East,SA,0.07287933094384708
2014,Reynella East College,Reynella East,SA,0.07108433734939759
2013,Reynella East College,Reynella East,SA,0.07242848447961046
2012,Reynella East College,Reynella East,SA,0.06638246041412911
2011,Reynella East College,Reynella East,SA,0.06592039800995025
2024,Berri Regional Secondary College,Berri,SA,0.08541973490427099
2023,Berri Regional Secondary College,Berri,SA,0.08199121522693997
2022,Berri Regional Secondary College,Berri,SA,0.07954545454545454
2021,Berri Regional Secondary College,Berri,SA,0.08983050847457627
2020,Berri Regional Secondary College,Berri,SA,0.08731466227347612
2019,Berri Regional Secondary College,Berri,SA,0.08527131782945736
2018,Berri Regional Secondary College,Berri,SA,0.07623318385650224
2017,Berri Regional Secondary College,Berri,SA,0.07819548872180451
2016,Berri Regional Secondary College,Berri,SA,0.07613469985358712
2015,Berri Regional Secondary College,Berri,SA,0.0735930735930736
2014,Berri Regional Secondary College,Berri,SA,0.07418397626112759
2013,Berri Regional Secondary College,Berri,SA,0.0698005698005698
2012,Berri Regional Secondary College,Berri,SA,0.07091172214182344
2011,Berri Regional Secondary College,Berri,SA,0.06423357664233577
2024,Roma Mitchell Secondary College,Gepps Cross,SA,0.08698412698412698
2023,Roma Mitchell Secondary College,Gepps Cross,SA,0.08936725375081539
2022,Roma Mitchell Secondary College,Gepps Cross,SA,0.09212283044058744
2021,Roma Mitchell Secondary College,Gepps Cross,SA,0.09559372666168783
2020,Roma Mitchell Secondary College,Gepps Cross,SA,0.08773234200743495
2019,Roma Mitchell Secondary College,Gepps Cross,SA,0.0867579908675799
2018,Roma Mitchell Secondary College,Gepps Cross,SA,0.08760852407261246
2017,Roma Mitchell Secondary College,Gepps Cross,SA,0.08821233411397346
2016,Roma Mitchell Secondary College,Gepps Cross,SA,0.0847723704866562
2015,Roma Mitchell Secondary College,Gepps Cross,SA,0.08702659145850121
2014,Roma Mitchell Secondary College,Gepps Cross,SA,0.09191489361702128
2013,Roma Mitchell Secondary College,Gepps Cross,SA,0.10135746606334842
2012,Roma Mitchell Secondary College,Gepps Cross,SA,0.08809746954076851
2011,Roma Mitchell Secondary College,Gepps Cross,SA,0.09877913429522753
2011,Felixstow Primary School,Felixstow,SA,0.0
2024,Gungahlin College,Gungahlin,ACT,0.07835820895522388
2023,Gungahlin College,Gungahlin,ACT,0.07008086253369272
2022,Gungahlin College,Gungahlin,ACT,0.07520891364902507
2021,Gungahlin College,Gungahlin,ACT,0.0751131221719457
2020,Gungahlin College,Gungahlin,ACT,0.07917383820998279
2019,Gungahlin College,Gungahlin,ACT,0.07996406109613657
2018,Gungahlin College,Gungahlin,ACT,0.0807899461400359
2017,Gungahlin College,Gungahlin,ACT,0.07091561938958707
2016,Gungahlin College,Gungahlin,ACT,0.0727630285152409
2015,Gungahlin College,Gungahlin,ACT,0.07547169811320754
2014,Gungahlin College,Gungahlin,ACT,0.07814269535673839
2013,Gungahlin College,Gungahlin,ACT,0.07133058984910837
2012,Gungahlin College,Gungahlin,ACT,0.08892355694227769
2011,Gungahlin College,Gungahlin,ACT,0.09779179810725552
2017,Rosebery Middle School,Rosebery,NT,0.0713128038897893
2016,Rosebery Middle School,Rosebery,NT,0.06446280991735537
2015,Rosebery Middle School,Rosebery,NT,0.0636042402826855
2014,Rosebery Middle School,Rosebery,NT,0.07207207207207207
2013,Rosebery Middle School,Rosebery,NT,0.0688
2012,Rosebery Middle School,Rosebery,NT,0.07044198895027624
2011,Rosebery Middle School,Rosebery,NT,0.072265625
2024,Nganambala School,Peppimenarti,NT,0.11764705882352941
2023,Nganambala School,Peppimenarti,NT,0.13636363636363635
2022,Nganambala School,Peppimenarti,NT,0.08823529411764706
2021,Nganambala School,Peppimenarti,NT,0.15384615384615385
2020,Nganambala School,Peppimenarti,NT,0.18518518518518517
2019,Nganambala School,Peppimenarti,NT,0.08333333333333333
2017,Nganambala School,Peppimenarti,NT,0.19230769230769232
2016,Nganambala School,Peppimenarti,NT,0.1111111111111111
2015,Nganambala School,Peppimenarti,NT,0.11538461538461539
2014,Nganambala School,Peppimenarti,NT,0.15
2013,Nganambala School,Peppimenarti,NT,0.25
2012,Nganambala School,Peppimenarti,NT,0.21052631578947367
2011,Nganambala School,Peppimenarti,NT,0.2608695652173913
2024,Springfield Central State High School,Springfield Central,QLD,0.07021276595744681
2023,Springfield Central State High School,Springfield Central,QLD,0.06998359759431383
2022,Springfield Central State High School,Springfield Central,QLD,0.06955093099671412
2021,Springfield Central State High School,Springfield Central,QLD,0.07662624035281147
2020,Springfield Central State High School,Springfield Central,QLD,0.07248764415156507
2019,Springfield Central State High School,Springfield Central,QLD,0.07263922518159806
2018,Springfield Central State High School,Springfield Central,QLD,0.0754226267880364
2017,Springfield Central State High School,Springfield Central,QLD,0.07163120567375887
2016,Springfield Central State High School,Springfield Central,QLD,0.0739202657807309
2015,Springfield Central State High School,Springfield Central,QLD,0.07538601271571299
2014,Springfield Central State High School,Springfield Central,QLD,0.0703781512605042
2013,Springfield Central State High School,Springfield Central,QLD,0.07496251874062969
2012,Springfield Central State High School,Springfield Central,QLD,0.08333333333333333
2011,Springfield Central State High School,Springfield Central,QLD,0.09424083769633508
2024,Hymba Yumba Independent School,Springfield,QLD,0.10139860139860139
2023,Hymba Yumba Independent School,Springfield,QLD,0.09688581314878893
2022,Hymba Yumba Independent School,Springfield,QLD,0.09698996655518395
2021,Hymba Yumba Independent School,Springfield,QLD,0.10108303249097472
2020,Hymba Yumba Independent School,Springfield,QLD,0.09361702127659574
2019,Hymba Yumba Independent School,Springfield,QLD,0.09313725490196079
2018,Hymba Yumba Independent School,Springfield,QLD,0.12337662337662338
2017,Hymba Yumba Independent School,Springfield,QLD,0.1111111111111111
2016,Hymba Yumba Independent School,Springfield,QLD,0.0861244019138756
2015,Hymba Yumba Independent School,Springfield,QLD,0.09090909090909091
2014,Hymba Yumba Independent School,Springfield,QLD,0.08496732026143791
2013,Hymba Yumba Independent School,Springfield,QLD,0.08490566037735849
2012,Hymba Yumba Independent School,Springfield,QLD,0.2112676056338028
2011,Hymba Yumba Independent School,Springfield,QLD,0.16
2024,Melba Copland Secondary School,Melba,ACT,0.10532276330690826
2023,Melba Copland Secondary School,Melba,ACT,0.0994535519125683
2022,Melba Copland Secondary School,Melba,ACT,0.09507829977628636
2021,Melba Copland Secondary School,Melba,ACT,0.09697732997481108
2020,Melba Copland Secondary School,Melba,ACT,0.09299191374663072
2019,Melba Copland Secondary School,Melba,ACT,0.10318664643399089
2018,Melba Copland Secondary School,Melba,ACT,0.09794628751974724
2017,Melba Copland Secondary School,Melba,ACT,0.10437710437710437
2016,Melba Copland Secondary School,Melba,ACT,0.10405643738977072
2015,Melba Copland Secondary School,Melba,ACT,0.10420475319926874
2014,Melba Copland Secondary School,Melba,ACT,0.11254612546125461
2013,Melba Copland Secondary School,Melba,ACT,0.10272873194221509
2012,Melba Copland Secondary School,Melba,ACT,0.10085227272727272
2011,Melba Copland Secondary School,Melba,ACT,0.09184845005740529
2010,Melba Copland Secondary School,Melba,ACT,0.09243697478991597
2009,Melba Copland Secondary School,Melba,ACT,0.0950920245398773
2008,Melba Copland Secondary School,Melba,ACT,0.08837656099903939
2014,AIS International School,Carlingford,NSW,0.0
2013,AIS International School,Carlingford,NSW,0.0
2012,AIS International School,Carlingford,NSW,0.0
2011,AIS International School,Carlingford,NSW,0.0
2024,Alpha Omega Senior College,Auburn,NSW,0.07407407407407407
2023,Alpha Omega Senior College,Auburn,NSW,0.08269525267993874
2022,Alpha Omega Senior College,Auburn,NSW,0.0944055944055944
2021,Alpha Omega Senior College,Auburn,NSW,0.1038135593220339
2020,Alpha Omega Senior College,Auburn,NSW,0.10650887573964497
2019,Alpha Omega Senior College,Auburn,NSW,0.08269230769230769
2018,Alpha Omega Senior College,Auburn,NSW,0.1440329218106996
2017,Alpha Omega Senior College,Auburn,NSW,0.0984251968503937
2016,Alpha Omega Senior College,Auburn,NSW,0.12
2015,Alpha Omega Senior College,Auburn,NSW,0.1111111111111111
2014,Alpha Omega Senior College,Auburn,NSW,0.07692307692307693
2013,Alpha Omega Senior College,Auburn,NSW,0.125
2012,Alpha Omega Senior College,Auburn,NSW,0.10869565217391304
2011,Alpha Omega Senior College,Auburn,NSW,0.18518518518518517
2024,Australian International High School,Sydney,NSW,0.0
2023,Australian International High School,Sydney,NSW,0.0
2022,Australian International High School,Sydney,NSW,0.0
2021,Australian International High School,Sydney,NSW,0.0
2020,Australian International High School,Sydney,NSW,0.0
2019,Australian International High School,Sydney,NSW,0.0
2018,Australian International High School,Sydney,NSW,0.0
2017,Australian International High School,Sydney,NSW,0.0
2016,Australian International High School,Sydney,NSW,0.0
2015,Australian International High School,Sydney,NSW,0.0
2014,Australian International High School,Sydney,NSW,0.0
2013,Australian International High School,Sydney,NSW,0.0
2012,Australian International High School,Sydney,NSW,0.0
2011,Australian International High School,Sydney,NSW,0.0
2021,Taylors College,Waterloo,NSW,0.0
2020,Taylors College,Waterloo,NSW,0.0
2019,Taylors College,Waterloo,NSW,0.0
2018,Taylors College,Waterloo,NSW,0.0
2017,Taylors College,Waterloo,NSW,0.0
2016,Taylors College,Waterloo,NSW,0.3063063063063063
2015,Taylors College,Waterloo,NSW,0.3130434782608696
2014,Taylors College,Waterloo,NSW,0.0
2013,Taylors College,Waterloo,NSW,0.2814814814814815
2012,Taylors College,Waterloo,NSW,0.22777777777777777
2011,Taylors College,Waterloo,NSW,0.0
2024,Lutheran Ormeau Rivers District School,Pimpama,QLD,0.07397622192866579
2023,Lutheran Ormeau Rivers District School,Pimpama,QLD,0.07681755829903979
2022,Lutheran Ormeau Rivers District School,Pimpama,QLD,0.07593123209169055
2021,Lutheran Ormeau Rivers District School,Pimpama,QLD,0.07879656160458452
2020,Lutheran Ormeau Rivers District School,Pimpama,QLD,0.07417974322396577
2019,Lutheran Ormeau Rivers District School,Pimpama,QLD,0.07286821705426356
2018,Lutheran Ormeau Rivers District School,Pimpama,QLD,0.08571428571428572
2017,Lutheran Ormeau Rivers District School,Pimpama,QLD,0.07047619047619047
2016,Lutheran Ormeau Rivers District School,Pimpama,QLD,0.07430997876857749
2015,Lutheran Ormeau Rivers District School,Pimpama,QLD,0.0835509138381201
2014,Lutheran Ormeau Rivers District School,Pimpama,QLD,0.07876712328767123
2013,Lutheran Ormeau Rivers District School,Pimpama,QLD,0.0821917808219178
2012,Lutheran Ormeau Rivers District School,Pimpama,QLD,0.09565217391304348
2011,Lutheran Ormeau Rivers District School,Pimpama,QLD,0.0
2024,Southern Cross Grammar,Caroline Springs,VIC,0.09803921568627451
2023,Southern Cross Grammar,Caroline Springs,VIC,0.10179640718562874
2022,Southern Cross Grammar,Caroline Springs,VIC,0.0958904109589041
2021,Southern Cross Grammar,Caroline Springs,VIC,0.09375
2020,Southern Cross Grammar,Caroline Springs,VIC,0.09405255878284924
2019,Southern Cross Grammar,Caroline Springs,VIC,0.08663729809104258
2018,Southern Cross Grammar,Caroline Springs,VIC,0.0914826498422713
2017,Southern Cross Grammar,Caroline Springs,VIC,0.08834586466165413
2016,Southern Cross Grammar,Caroline Springs,VIC,0.09606986899563319
2015,Southern Cross Grammar,Caroline Springs,VIC,0.09610389610389611
2014,Southern Cross Grammar,Caroline Springs,VIC,0.07076923076923076
2013,Southern Cross Grammar,Caroline Springs,VIC,0.07063197026022305
2014,Phoenix Academy,Fremantle,WA,0.0
2013,Phoenix Academy,Fremantle,WA,0.0
2012,Phoenix Academy,Fremantle,WA,0.0
2011,Phoenix Academy,Fremantle,WA,0.0
2024,Newstead College,Newstead,TAS,0.12048192771084337
2023,Newstead College,Newstead,TAS,0.11684782608695653
2022,Newstead College,Newstead,TAS,0.10040160642570281
2021,Newstead College,Newstead,TAS,0.09560229445506692
2020,Newstead College,Newstead,TAS,0.10377358490566038
2019,Newstead College,Newstead,TAS,0.10480349344978165
2018,Newstead College,Newstead,TAS,0.09712230215827339
2017,Newstead College,Newstead,TAS,0.10623946037099494
2016,Newstead College,Newstead,TAS,0.08951048951048951
2015,Newstead College,Newstead,TAS,0.08711217183770883
2014,Newstead College,Newstead,TAS,0.07684319833852545
2013,Newstead College,Newstead,TAS,0.06945863125638406
2012,Newstead College,Newstead,TAS,0.06658878504672897
2011,Newstead College,Newstead,TAS,0.07505773672055427
2024,Geelong Grammar School,Corio,VIC,0.1376863023420866
2023,Geelong Grammar School,Corio,VIC,0.14067055393586006
2022,Geelong Grammar School,Corio,VIC,0.1337295690936107
2021,Geelong Grammar School,Corio,VIC,0.14307116104868914
2020,Geelong Grammar School,Corio,VIC,0.1660802251935257
2019,Geelong Grammar School,Corio,VIC,0.16062884483937115
2018,Geelong Grammar School,Corio,VIC,0.14597544338335608
2017,Geelong Grammar School,Corio,VIC,0.1484806629834254
2016,Geelong Grammar School,Corio,VIC,0.14756348661633492
2015,Geelong Grammar School,Corio,VIC,0.1429548563611491
2014,Geelong Grammar School,Corio,VIC,0.13906359189378056
2013,Geelong Grammar School,Corio,VIC,0.1872791519434629
2012,Geelong Grammar School,Corio,VIC,0.16329378925331473
