year,school name,suburb,state,teaching staff per total enrolments
2024,Fahan School,Sandy Bay,TAS,0.12280701754385964
2023,Fahan School,Sandy Bay,TAS,0.11779448621553884
2022,Fahan School,Sandy Bay,TAS,0.11779448621553884
2021,Fahan School,Sandy Bay,TAS,0.10824742268041238
2020,Fahan School,Sandy Bay,TAS,0.10421836228287841
2019,Fahan School,Sandy Bay,TAS,0.10148514851485149
2018,Fahan School,Sandy Bay,TAS,0.10512820512820513
2017,Fahan School,Sandy Bay,TAS,0.10752688172043011
2016,Fahan School,Sandy Bay,TAS,0.10810810810810811
2015,Fahan School,Sandy Bay,TAS,0.10684931506849316
2014,Fahan School,Sandy Bay,TAS,0.10919540229885058
2013,Fahan School,Sandy Bay,TAS,0.10979228486646884
2012,Fahan School,Sandy Bay,TAS,0.10574018126888217
2011,Fahan School,Sandy Bay,TAS,0.10682492581602374
2010,Fahan School,Sandy Bay,TAS,0.10746268656716418
2009,Fahan School,Sandy Bay,TAS,0.0990990990990991
2008,Fahan School,Sandy Bay,TAS,0.09798270893371758
2024,Geneva Christian College,Latrobe,TAS,0.1111111111111111
2023,Geneva Christian College,Latrobe,TAS,0.10631229235880399
2022,Geneva Christian College,Latrobe,TAS,0.10320284697508897
2021,Geneva Christian College,Latrobe,TAS,0.10357142857142858
2020,Geneva Christian College,Latrobe,TAS,0.10894941634241245
2019,Geneva Christian College,Latrobe,TAS,0.09787234042553192
2018,Geneva Christian College,Latrobe,TAS,0.11057692307692307
2017,Geneva Christian College,Latrobe,TAS,0.10309278350515463
2016,Geneva Christian College,Latrobe,TAS,0.10465116279069768
2015,Geneva Christian College,Latrobe,TAS,0.10365853658536585
2014,Geneva Christian College,Latrobe,TAS,0.09933774834437085
2013,Geneva Christian College,Latrobe,TAS,0.09701492537313433
2012,Geneva Christian College,Latrobe,TAS,0.11403508771929824
2011,Geneva Christian College,Latrobe,TAS,0.10869565217391304
2010,Geneva Christian College,Latrobe,TAS,0.12643678160919541
2009,Geneva Christian College,Latrobe,TAS,0.1388888888888889
2008,Geneva Christian College,Latrobe,TAS,0.13157894736842105
2024,John Calvin School,Launceston,TAS,0.11764705882352941
2023,John Calvin School,Launceston,TAS,0.09836065573770492
2022,John Calvin School,Launceston,TAS,0.10526315789473684
2021,John Calvin School,Launceston,TAS,0.11009174311926606
2020,John Calvin School,Launceston,TAS,0.11214953271028037
2019,John Calvin School,Launceston,TAS,0.12380952380952381
2018,John Calvin School,Launceston,TAS,0.1111111111111111
2017,John Calvin School,Launceston,TAS,0.12
2016,John Calvin School,Launceston,TAS,0.11764705882352941
2015,John Calvin School,Launceston,TAS,0.14102564102564102
2014,John Calvin School,Launceston,TAS,0.2222222222222222
2013,John Calvin School,Launceston,TAS,0.136986301369863
2012,John Calvin School,Launceston,TAS,0.14492753623188406
2011,John Calvin School,Launceston,TAS,0.203125
2010,John Calvin School,Launceston,TAS,0.22580645161290322
2009,John Calvin School,Launceston,TAS,0.21311475409836064
2008,John Calvin School,Launceston,TAS,0.21311475409836064
2024,Launceston Church Grammar School,Mowbray,TAS,0.12642045454545456
2023,Launceston Church Grammar School,Mowbray,TAS,0.11455525606469003
2022,Launceston Church Grammar School,Mowbray,TAS,0.11273209549071618
2021,Launceston Church Grammar School,Mowbray,TAS,0.1245136186770428
2020,Launceston Church Grammar School,Mowbray,TAS,0.11953727506426735
2019,Launceston Church Grammar School,Mowbray,TAS,0.1248339973439575
2018,Launceston Church Grammar School,Mowbray,TAS,0.1202113606340819
2017,Launceston Church Grammar School,Mowbray,TAS,0.11843876177658143
2016,Launceston Church Grammar School,Mowbray,TAS,0.1289875173370319
2015,Launceston Church Grammar School,Mowbray,TAS,0.1316931982633864
2014,Launceston Church Grammar School,Mowbray,TAS,0.13199426111908177
2013,Launceston Church Grammar School,Mowbray,TAS,0.12606232294617564
2012,Launceston Church Grammar School,Mowbray,TAS,0.13055555555555556
2011,Launceston Church Grammar School,Mowbray,TAS,0.12550607287449392
2010,Launceston Church Grammar School,Mowbray,TAS,0.1220159151193634
2009,Launceston Church Grammar School,Mowbray,TAS,0.13659147869674185
2008,Launceston Church Grammar School,Mowbray,TAS,0.12469437652811736
2024,St James Catholic College,Cygnet,TAS,0.11353711790393013
2023,St James Catholic College,Cygnet,TAS,0.13716814159292035
2022,St James Catholic College,Cygnet,TAS,0.13043478260869565
2021,St James Catholic College,Cygnet,TAS,0.11851851851851852
2020,St James Catholic College,Cygnet,TAS,0.11347517730496454
2019,St James Catholic College,Cygnet,TAS,0.11538461538461539
2018,St James Catholic College,Cygnet,TAS,0.11666666666666667
2017,St James Catholic College,Cygnet,TAS,0.13389121338912133
2016,St James Catholic College,Cygnet,TAS,0.10222222222222223
2015,St James Catholic College,Cygnet,TAS,0.11983471074380166
2014,St James Catholic College,Cygnet,TAS,0.11196911196911197
2013,St James Catholic College,Cygnet,TAS,0.1070110701107011
2012,St James Catholic College,Cygnet,TAS,0.10505836575875487
2011,St James Catholic College,Cygnet,TAS,0.10655737704918032
2010,St James Catholic College,Cygnet,TAS,0.1076923076923077
2009,St James Catholic College,Cygnet,TAS,0.10266159695817491
2008,St James Catholic College,Cygnet,TAS,0.09652509652509653
2024,St Mary's College,Hobart,TAS,0.12063492063492064
2023,St Mary's College,Hobart,TAS,0.10010764262648009
2022,St Mary's College,Hobart,TAS,0.10148232611174458
2021,St Mary's College,Hobart,TAS,0.10111111111111111
2020,St Mary's College,Hobart,TAS,0.09978070175438597
2019,St Mary's College,Hobart,TAS,0.10514541387024609
2018,St Mary's College,Hobart,TAS,0.10356347438752785
2017,St Mary's College,Hobart,TAS,0.09887640449438202
2016,St Mary's College,Hobart,TAS,0.09164733178654293
2015,St Mary's College,Hobart,TAS,0.08862275449101796
2014,St Mary's College,Hobart,TAS,0.08939213349225268
2013,St Mary's College,Hobart,TAS,0.09296781883194279
2012,St Mary's College,Hobart,TAS,0.08949880668257756
2011,St Mary's College,Hobart,TAS,0.09236453201970443
2010,St Mary's College,Hobart,TAS,0.08980582524271845
2009,St Mary's College,Hobart,TAS,0.08470290771175727
2008,St Mary's College,Hobart,TAS,0.08656330749354005
2024,Hilliard Christian School,West Moonah,TAS,0.08968609865470852
2023,Hilliard Christian School,West Moonah,TAS,0.07373271889400922
2022,Hilliard Christian School,West Moonah,TAS,0.10176991150442478
2021,Hilliard Christian School,West Moonah,TAS,0.08376963350785341
2020,Hilliard Christian School,West Moonah,TAS,0.09770114942528736
2019,Hilliard Christian School,West Moonah,TAS,0.09523809523809523
2018,Hilliard Christian School,West Moonah,TAS,0.1092436974789916
2017,Hilliard Christian School,West Moonah,TAS,0.1414141414141414
2016,Hilliard Christian School,West Moonah,TAS,0.12037037037037036
2015,Hilliard Christian School,West Moonah,TAS,0.10909090909090909
2014,Hilliard Christian School,West Moonah,TAS,0.1276595744680851
2013,Hilliard Christian School,West Moonah,TAS,0.16666666666666666
2012,Hilliard Christian School,West Moonah,TAS,0.1411764705882353
2011,Hilliard Christian School,West Moonah,TAS,0.23863636363636365
2010,Hilliard Christian School,West Moonah,TAS,0.13131313131313133
2009,Hilliard Christian School,West Moonah,TAS,0.12121212121212122
2008,Hilliard Christian School,West Moonah,TAS,0.11570247933884298
2024,Star of the Sea Catholic College,George Town,TAS,0.1317365269461078
2023,Star of the Sea Catholic College,George Town,TAS,0.11627906976744186
2022,Star of the Sea Catholic College,George Town,TAS,0.12352941176470589
2021,Star of the Sea Catholic College,George Town,TAS,0.11458333333333333
2020,Star of the Sea Catholic College,George Town,TAS,0.11931818181818182
2019,Star of the Sea Catholic College,George Town,TAS,0.13815789473684212
2018,Star of the Sea Catholic College,George Town,TAS,0.14074074074074075
2017,Star of the Sea Catholic College,George Town,TAS,0.13194444444444445
2016,Star of the Sea Catholic College,George Town,TAS,0.13380281690140844
2015,Star of the Sea Catholic College,George Town,TAS,0.14285714285714285
2014,Star of the Sea Catholic College,George Town,TAS,0.10493827160493827
2013,Star of the Sea Catholic College,George Town,TAS,0.1125
2012,Star of the Sea Catholic College,George Town,TAS,0.10975609756097561
2011,Star of the Sea Catholic College,George Town,TAS,0.08530805687203792
2010,Star of the Sea Catholic College,George Town,TAS,0.09545454545454546
2009,Star of the Sea Catholic College,George Town,TAS,0.09130434782608696
2008,Star of the Sea Catholic College,George Town,TAS,0.07916666666666666
2024,The Friends' School,North Hobart,TAS,0.11538461538461539
2023,The Friends' School,North Hobart,TAS,0.11137629276054097
2022,The Friends' School,North Hobart,TAS,0.125
2021,The Friends' School,North Hobart,TAS,0.13804713804713806
2020,The Friends' School,North Hobart,TAS,0.12376237623762376
2019,The Friends' School,North Hobart,TAS,0.12151067323481117
2018,The Friends' School,North Hobart,TAS,0.1241883116883117
2017,The Friends' School,North Hobart,TAS,0.12368633791430882
2016,The Friends' School,North Hobart,TAS,0.12449474535165723
2015,The Friends' School,North Hobart,TAS,0.12589073634204276
2014,The Friends' School,North Hobart,TAS,0.1209992193598751
2013,The Friends' School,North Hobart,TAS,0.1241106719367589
2012,The Friends' School,North Hobart,TAS,0.12824547600314712
2011,The Friends' School,North Hobart,TAS,0.12175962293794187
2010,The Friends' School,North Hobart,TAS,0.11880409126671912
2009,The Friends' School,North Hobart,TAS,0.11609907120743033
2008,The Friends' School,North Hobart,TAS,0.11637239165329052
2024,The Hutchins School,Sandy Bay,TAS,0.11909448818897637
2023,The Hutchins School,Sandy Bay,TAS,0.1162109375
2022,The Hutchins School,Sandy Bay,TAS,0.1111111111111111
2021,The Hutchins School,Sandy Bay,TAS,0.12142152023692004
2020,The Hutchins School,Sandy Bay,TAS,0.10606060606060606
2019,The Hutchins School,Sandy Bay,TAS,0.107
2018,The Hutchins School,Sandy Bay,TAS,0.11044176706827309
2017,The Hutchins School,Sandy Bay,TAS,0.11266201395812563
2016,The Hutchins School,Sandy Bay,TAS,0.11011904761904762
2015,The Hutchins School,Sandy Bay,TAS,0.10510510510510511
2014,The Hutchins School,Sandy Bay,TAS,0.10482180293501048
2013,The Hutchins School,Sandy Bay,TAS,0.10482180293501048
2012,The Hutchins School,Sandy Bay,TAS,0.10471204188481675
2011,The Hutchins School,Sandy Bay,TAS,0.10520833333333333
2010,The Hutchins School,Sandy Bay,TAS,0.09919028340080972
2009,The Hutchins School,Sandy Bay,TAS,0.0980980980980981
2008,The Hutchins School,Sandy Bay,TAS,0.09045725646123261
2024,Launceston Christian School,Riverside,TAS,0.10181311018131102
2023,Launceston Christian School,Riverside,TAS,0.09955423476968796
2022,Launceston Christian School,Riverside,TAS,0.1019786910197869
2021,Launceston Christian School,Riverside,TAS,0.09876543209876543
2020,Launceston Christian School,Riverside,TAS,0.09576138147566719
2019,Launceston Christian School,Riverside,TAS,0.0873634945397816
2018,Launceston Christian School,Riverside,TAS,0.08744038155802862
2017,Launceston Christian School,Riverside,TAS,0.08051529790660225
2016,Launceston Christian School,Riverside,TAS,0.08012820512820513
2015,Launceston Christian School,Riverside,TAS,0.07907742998352553
2014,Launceston Christian School,Riverside,TAS,0.07952622673434856
2013,Launceston Christian School,Riverside,TAS,0.08231173380035026
2012,Launceston Christian School,Riverside,TAS,0.07992895204262877
2011,Launceston Christian School,Riverside,TAS,0.08029197080291971
2010,Launceston Christian School,Riverside,TAS,0.07195571955719557
2009,Launceston Christian School,Riverside,TAS,0.08348794063079777
2008,Launceston Christian School,Riverside,TAS,0.08687258687258688
2024,Leighland Christian School,Ulverstone,TAS,0.11311475409836065
2023,Leighland Christian School,Ulverstone,TAS,0.11092985318107668
2022,Leighland Christian School,Ulverstone,TAS,0.11403508771929824
2021,Leighland Christian School,Ulverstone,TAS,0.10600706713780919
2020,Leighland Christian School,Ulverstone,TAS,0.10545454545454545
2019,Leighland Christian School,Ulverstone,TAS,0.0962962962962963
2018,Leighland Christian School,Ulverstone,TAS,0.09640831758034027
2017,Leighland Christian School,Ulverstone,TAS,0.1015625
2016,Leighland Christian School,Ulverstone,TAS,0.1001890359168242
2015,Leighland Christian School,Ulverstone,TAS,0.0975177304964539
2014,Leighland Christian School,Ulverstone,TAS,0.09628378378378379
2013,Leighland Christian School,Ulverstone,TAS,0.09215017064846416
2012,Leighland Christian School,Ulverstone,TAS,0.09900990099009901
2011,Leighland Christian School,Ulverstone,TAS,0.0943089430894309
2010,Leighland Christian School,Ulverstone,TAS,0.0896551724137931
2009,Leighland Christian School,Ulverstone,TAS,0.0946969696969697
2008,Leighland Christian School,Ulverstone,TAS,0.0998185117967332
2024,North West Christian School,Penguin,TAS,0.1308411214953271
2023,North West Christian School,Penguin,TAS,0.12844036697247707
2022,North West Christian School,Penguin,TAS,0.11320754716981132
2021,North West Christian School,Penguin,TAS,0.11702127659574468
2020,North West Christian School,Penguin,TAS,0.13043478260869565
2019,North West Christian School,Penguin,TAS,0.11864406779661017
2018,North West Christian School,Penguin,TAS,0.14545454545454545
2017,North West Christian School,Penguin,TAS,0.1509433962264151
2016,North West Christian School,Penguin,TAS,0.11594202898550725
2015,North West Christian School,Penguin,TAS,0.10810810810810811
2014,North West Christian School,Penguin,TAS,0.12307692307692308
2013,North West Christian School,Penguin,TAS,0.10606060606060606
2012,North West Christian School,Penguin,TAS,0.13559322033898305
2011,North West Christian School,Penguin,TAS,0.11594202898550725
2010,North West Christian School,Penguin,TAS,0.16176470588235295
2009,North West Christian School,Penguin,TAS,0.11392405063291139
2008,North West Christian School,Penguin,TAS,0.11363636363636363
2024,St Michael's Collegiate School,Hobart,TAS,0.16539050535987748
2023,St Michael's Collegiate School,Hobart,TAS,0.15868263473053892
2022,St Michael's Collegiate School,Hobart,TAS,0.15593705293276108
2021,St Michael's Collegiate School,Hobart,TAS,0.14935988620199148
2020,St Michael's Collegiate School,Hobart,TAS,0.15497076023391812
2019,St Michael's Collegiate School,Hobart,TAS,0.11764705882352941
2018,St Michael's Collegiate School,Hobart,TAS,0.11265432098765432
2017,St Michael's Collegiate School,Hobart,TAS,0.11212121212121212
2016,St Michael's Collegiate School,Hobart,TAS,0.11694152923538231
2015,St Michael's Collegiate School,Hobart,TAS,0.11781609195402298
2014,St Michael's Collegiate School,Hobart,TAS,0.11618257261410789
2013,St Michael's Collegiate School,Hobart,TAS,0.11294765840220386
2012,St Michael's Collegiate School,Hobart,TAS,0.1115702479338843
2011,St Michael's Collegiate School,Hobart,TAS,0.1112618724559023
2010,St Michael's Collegiate School,Hobart,TAS,0.11436541143654114
2009,St Michael's Collegiate School,Hobart,TAS,0.11444141689373297
2008,St Michael's Collegiate School,Hobart,TAS,0.1106612685560054
2024,Scotch Oakburn College,Newstead,TAS,0.1333922261484099
2023,Scotch Oakburn College,Newstead,TAS,0.13197519929140833
2022,Scotch Oakburn College,Newstead,TAS,0.1357913669064748
2021,Scotch Oakburn College,Newstead,TAS,0.11889400921658987
2020,Scotch Oakburn College,Newstead,TAS,0.1231079717457114
2019,Scotch Oakburn College,Newstead,TAS,0.11938775510204082
2018,Scotch Oakburn College,Newstead,TAS,0.12236286919831224
2017,Scotch Oakburn College,Newstead,TAS,0.13655462184873948
2016,Scotch Oakburn College,Newstead,TAS,0.13043478260869565
2015,Scotch Oakburn College,Newstead,TAS,0.12601626016260162
2014,Scotch Oakburn College,Newstead,TAS,0.12797619047619047
2013,Scotch Oakburn College,Newstead,TAS,0.1222879684418146
2012,Scotch Oakburn College,Newstead,TAS,0.11328125
2011,Scotch Oakburn College,Newstead,TAS,0.1173131504257332
2010,Scotch Oakburn College,Newstead,TAS,0.11262135922330097
2009,Scotch Oakburn College,Newstead,TAS,0.11354581673306773
2008,Scotch Oakburn College,Newstead,TAS,0.10649087221095335
2024,Eastside Lutheran College,Warrane,TAS,0.12171052631578948
2023,Eastside Lutheran College,Warrane,TAS,0.11466666666666667
2022,Eastside Lutheran College,Warrane,TAS,0.1076923076923077
2021,Eastside Lutheran College,Warrane,TAS,0.09866666666666667
2020,Eastside Lutheran College,Warrane,TAS,0.09705882352941177
2019,Eastside Lutheran College,Warrane,TAS,0.11971830985915492
2018,Eastside Lutheran College,Warrane,TAS,0.11934156378600823
2017,Eastside Lutheran College,Warrane,TAS,0.11004784688995216
2016,Eastside Lutheran College,Warrane,TAS,0.10059171597633136
2015,Eastside Lutheran College,Warrane,TAS,0.10714285714285714
2014,Eastside Lutheran College,Warrane,TAS,0.10344827586206896
2013,Eastside Lutheran College,Warrane,TAS,0.13186813186813187
2012,Eastside Lutheran College,Warrane,TAS,0.12903225806451613
2011,Eastside Lutheran College,Warrane,TAS,0.13559322033898305
2010,Eastside Lutheran College,Warrane,TAS,0.10666666666666667
2009,Eastside Lutheran College,Warrane,TAS,0.09722222222222222
2008,Eastside Lutheran College,Warrane,TAS,0.1
2014,Lambert School,North Hobart,TAS,0.20634920634920634
2010,Lambert School,North Hobart,TAS,0.20588235294117646
2009,Lambert School,North Hobart,TAS,0.2
2008,Lambert School,North Hobart,TAS,0.1891891891891892
2024,Circular Head Christian School,Smithton,TAS,0.09727626459143969
2023,Circular Head Christian School,Smithton,TAS,0.10666666666666667
2022,Circular Head Christian School,Smithton,TAS,0.1004566210045662
2021,Circular Head Christian School,Smithton,TAS,0.11926605504587157
2020,Circular Head Christian School,Smithton,TAS,0.10784313725490197
2019,Circular Head Christian School,Smithton,TAS,0.10572687224669604
2018,Circular Head Christian School,Smithton,TAS,0.11538461538461539
2017,Circular Head Christian School,Smithton,TAS,0.09302325581395349
2016,Circular Head Christian School,Smithton,TAS,0.10248447204968944
2015,Circular Head Christian School,Smithton,TAS,0.09309309309309309
2014,Circular Head Christian School,Smithton,TAS,0.0927536231884058
2013,Circular Head Christian School,Smithton,TAS,0.0782608695652174
2012,Circular Head Christian School,Smithton,TAS,0.10746268656716418
2011,Circular Head Christian School,Smithton,TAS,0.0881542699724518
2010,Circular Head Christian School,Smithton,TAS,0.09392265193370165
2009,Circular Head Christian School,Smithton,TAS,0.09221902017291066
2008,Circular Head Christian School,Smithton,TAS,0.08683473389355742
2024,Southern Christian College,Kingston,TAS,0.10670731707317073
2023,Southern Christian College,Kingston,TAS,0.11271676300578035
2022,Southern Christian College,Kingston,TAS,0.11702127659574468
2021,Southern Christian College,Kingston,TAS,0.11302211302211303
2020,Southern Christian College,Kingston,TAS,0.11138613861386139
2019,Southern Christian College,Kingston,TAS,0.11780104712041885
2018,Southern Christian College,Kingston,TAS,0.1095890410958904
2017,Southern Christian College,Kingston,TAS,0.1268882175226586
2016,Southern Christian College,Kingston,TAS,0.12177121771217712
2015,Southern Christian College,Kingston,TAS,0.09274193548387097
2014,Southern Christian College,Kingston,TAS,0.10328638497652583
2013,Southern Christian College,Kingston,TAS,0.10674157303370786
2012,Southern Christian College,Kingston,TAS,0.12658227848101267
2011,Southern Christian College,Kingston,TAS,0.11347517730496454
2010,Southern Christian College,Kingston,TAS,0.10948905109489052
2009,Southern Christian College,Kingston,TAS,0.09523809523809523
2008,Southern Christian College,Kingston,TAS,0.11
2024,Brooks High School,Rocherlea,TAS,0.08628318584070796
2023,Brooks High School,Rocherlea,TAS,0.09885057471264368
2022,Brooks High School,Rocherlea,TAS,0.10416666666666667
2021,Brooks High School,Rocherlea,TAS,0.0876068376068376
2020,Brooks High School,Rocherlea,TAS,0.09255079006772009
2019,Brooks High School,Rocherlea,TAS,0.0871559633027523
2018,Brooks High School,Rocherlea,TAS,0.087248322147651
2017,Brooks High School,Rocherlea,TAS,0.08816705336426914
2016,Brooks High School,Rocherlea,TAS,0.08496732026143791
2015,Brooks High School,Rocherlea,TAS,0.10040160642570281
2014,Brooks High School,Rocherlea,TAS,0.08686868686868687
2013,Brooks High School,Rocherlea,TAS,0.08270676691729323
2012,Brooks High School,Rocherlea,TAS,0.10431654676258993
2011,Brooks High School,Rocherlea,TAS,0.08846761453396525
2010,Brooks High School,Rocherlea,TAS,0.08744038155802862
2009,Brooks High School,Rocherlea,TAS,0.08517350157728706
2008,Brooks High School,Rocherlea,TAS,0.08358662613981763
2024,Flinders Island District High School,Whitemark,TAS,0.16831683168316833
2023,Flinders Island District High School,Whitemark,TAS,0.14705882352941177
2022,Flinders Island District High School,Whitemark,TAS,0.16129032258064516
2021,Flinders Island District High School,Whitemark,TAS,0.1485148514851485
2020,Flinders Island District High School,Whitemark,TAS,0.1485148514851485
2019,Flinders Island District High School,Whitemark,TAS,0.16
2018,Flinders Island District High School,Whitemark,TAS,0.11650485436893204
2017,Flinders Island District High School,Whitemark,TAS,0.125
2016,Flinders Island District High School,Whitemark,TAS,0.11363636363636363
2015,Flinders Island District High School,Whitemark,TAS,0.1511627906976744
2014,Flinders Island District High School,Whitemark,TAS,0.14285714285714285
2013,Flinders Island District High School,Whitemark,TAS,0.1267605633802817
2012,Flinders Island District High School,Whitemark,TAS,0.15625
2011,Flinders Island District High School,Whitemark,TAS,0.14492753623188406
2010,Flinders Island District High School,Whitemark,TAS,0.15853658536585366
2009,Flinders Island District High School,Whitemark,TAS,0.12087912087912088
2008,Flinders Island District High School,Whitemark,TAS,0.1111111111111111
2024,Lilydale District School,Lilydale,TAS,0.11818181818181818
2023,Lilydale District School,Lilydale,TAS,0.11206896551724138
2022,Lilydale District School,Lilydale,TAS,0.10109289617486339
2021,Lilydale District School,Lilydale,TAS,0.09234828496042216
2020,Lilydale District School,Lilydale,TAS,0.09660574412532637
2019,Lilydale District School,Lilydale,TAS,0.08483290488431877
2018,Lilydale District School,Lilydale,TAS,0.0783289817232376
2017,Lilydale District School,Lilydale,TAS,0.08923884514435695
2016,Lilydale District School,Lilydale,TAS,0.07894736842105263
2015,Lilydale District School,Lilydale,TAS,0.08607594936708861
2014,Lilydale District School,Lilydale,TAS,0.0891089108910891
2013,Lilydale District School,Lilydale,TAS,0.08430913348946135
2012,Lilydale District School,Lilydale,TAS,0.07727272727272727
2011,Lilydale District School,Lilydale,TAS,0.09090909090909091
2010,Lilydale District School,Lilydale,TAS,0.08636363636363636
2009,Lilydale District School,Lilydale,TAS,0.09318181818181819
2008,Lilydale District School,Lilydale,TAS,0.08240534521158129
2024,Scottsdale High School,Scottsdale,TAS,0.11026615969581749
2023,Scottsdale High School,Scottsdale,TAS,0.09415584415584416
2022,Scottsdale High School,Scottsdale,TAS,0.10631229235880399
2021,Scottsdale High School,Scottsdale,TAS,0.1069182389937107
2020,Scottsdale High School,Scottsdale,TAS,0.09836065573770492
2019,Scottsdale High School,Scottsdale,TAS,0.1056338028169014
2018,Scottsdale High School,Scottsdale,TAS,0.10580204778156997
2017,Scottsdale High School,Scottsdale,TAS,0.0975609756097561
2016,Scottsdale High School,Scottsdale,TAS,0.10067114093959731
2015,Scottsdale High School,Scottsdale,TAS,0.11349693251533742
2014,Scottsdale High School,Scottsdale,TAS,0.08454810495626822
2013,Scottsdale High School,Scottsdale,TAS,0.0943952802359882
2012,Scottsdale High School,Scottsdale,TAS,0.09337349397590361
2011,Scottsdale High School,Scottsdale,TAS,0.09063444108761329
2010,Scottsdale High School,Scottsdale,TAS,0.09771986970684039
2009,Scottsdale High School,Scottsdale,TAS,0.08423913043478261
2008,Scottsdale High School,Scottsdale,TAS,0.09114583333333333
2024,Parklands High School,Romaine,TAS,0.10123456790123457
2023,Parklands High School,Romaine,TAS,0.09280742459396751
2022,Parklands High School,Romaine,TAS,0.09417040358744394
2021,Parklands High School,Romaine,TAS,0.09154929577464789
2020,Parklands High School,Romaine,TAS,0.08415841584158416
2019,Parklands High School,Romaine,TAS,0.09115281501340483
2018,Parklands High School,Romaine,TAS,0.07874015748031496
2017,Parklands High School,Romaine,TAS,0.08595988538681948
2016,Parklands High School,Romaine,TAS,0.08465608465608465
2015,Parklands High School,Romaine,TAS,0.09024390243902439
2014,Parklands High School,Romaine,TAS,0.09345794392523364
2013,Parklands High School,Romaine,TAS,0.08260869565217391
2012,Parklands High School,Romaine,TAS,0.08974358974358974
2011,Parklands High School,Romaine,TAS,0.09302325581395349
2010,Parklands High School,Romaine,TAS,0.09172259507829977
2009,Parklands High School,Romaine,TAS,0.084070796460177
2008,Parklands High School,Romaine,TAS,0.09090909090909091
2024,Reece High School,Devonport,TAS,0.0945945945945946
2023,Reece High School,Devonport,TAS,0.09022556390977443
2022,Reece High School,Devonport,TAS,0.09266409266409266
2021,Reece High School,Devonport,TAS,0.09823182711198428
2020,Reece High School,Devonport,TAS,0.09263157894736843
2019,Reece High School,Devonport,TAS,0.09361702127659574
2018,Reece High School,Devonport,TAS,0.09513274336283185
2017,Reece High School,Devonport,TAS,0.102803738317757
2016,Reece High School,Devonport,TAS,0.1031578947368421
2015,Reece High School,Devonport,TAS,0.10655737704918032
2014,Reece High School,Devonport,TAS,0.09523809523809523
2013,Reece High School,Devonport,TAS,0.09437386569872959
2012,Reece High School,Devonport,TAS,0.09490333919156414
2011,Reece High School,Devonport,TAS,0.10305958132045089
2010,Reece High School,Devonport,TAS,0.09841269841269841
2009,Reece High School,Devonport,TAS,0.08454810495626822
2008,Reece High School,Devonport,TAS,0.08196721311475409
2024,Ulverstone Secondary College,Ulverstone,TAS,0.0962671905697446
2023,Ulverstone Secondary College,Ulverstone,TAS,0.10297029702970296
2022,Ulverstone Secondary College,Ulverstone,TAS,0.09075043630017451
2021,Ulverstone Secondary College,Ulverstone,TAS,0.08760330578512397
2020,Ulverstone Secondary College,Ulverstone,TAS,0.08603896103896104
2019,Ulverstone Secondary College,Ulverstone,TAS,0.08585858585858586
2018,Ulverstone Secondary College,Ulverstone,TAS,0.08453237410071943
2017,Ulverstone Secondary College,Ulverstone,TAS,0.09036144578313253
2016,Ulverstone Secondary College,Ulverstone,TAS,0.09382151029748284
2015,Ulverstone Secondary College,Ulverstone,TAS,0.10173160173160173
2014,Ulverstone Secondary College,Ulverstone,TAS,0.08249496981891348
2013,Ulverstone Secondary College,Ulverstone,TAS,0.08097165991902834
2012,Ulverstone Secondary College,Ulverstone,TAS,0.08167330677290836
2011,Ulverstone Secondary College,Ulverstone,TAS,0.0854368932038835
2010,Ulverstone Secondary College,Ulverstone,TAS,0.07765151515151515
2009,Ulverstone Secondary College,Ulverstone,TAS,0.08333333333333333
2008,Ulverstone Secondary College,Ulverstone,TAS,0.07718120805369127
2024,Wynyard High School,Wynyard,TAS,0.09701492537313433
2023,Wynyard High School,Wynyard,TAS,0.08571428571428572
2022,Wynyard High School,Wynyard,TAS,0.1015625
2021,Wynyard High School,Wynyard,TAS,0.08888888888888889
2020,Wynyard High School,Wynyard,TAS,0.09195402298850575
2019,Wynyard High School,Wynyard,TAS,0.099601593625498
2018,Wynyard High School,Wynyard,TAS,0.0984251968503937
2017,Wynyard High School,Wynyard,TAS,0.10126582278481013
2016,Wynyard High School,Wynyard,TAS,0.08396946564885496
2015,Wynyard High School,Wynyard,TAS,0.0847457627118644
2014,Wynyard High School,Wynyard,TAS,0.08561643835616438
2013,Wynyard High School,Wynyard,TAS,0.07861635220125786
2012,Wynyard High School,Wynyard,TAS,0.08524590163934426
2011,Wynyard High School,Wynyard,TAS,0.08359133126934984
2010,Wynyard High School,Wynyard,TAS,0.08454810495626822
2009,Wynyard High School,Wynyard,TAS,0.08670520231213873
2008,Wynyard High School,Wynyard,TAS,0.08042895442359249
2024,Cosgrove High School,Glenorchy,TAS,0.11538461538461539
2023,Cosgrove High School,Glenorchy,TAS,0.11144578313253012
2022,Cosgrove High School,Glenorchy,TAS,0.09850746268656717
2021,Cosgrove High School,Glenorchy,TAS,0.10583941605839416
2020,Cosgrove High School,Glenorchy,TAS,0.10267857142857142
2019,Cosgrove High School,Glenorchy,TAS,0.12021857923497267
2018,Cosgrove High School,Glenorchy,TAS,0.14606741573033707
2017,Cosgrove High School,Glenorchy,TAS,0.11557788944723618
2016,Cosgrove High School,Glenorchy,TAS,0.10434782608695652
2015,Cosgrove High School,Glenorchy,TAS,0.11065573770491803
2014,Cosgrove High School,Glenorchy,TAS,0.1018867924528302
