CALENDAR_YEAR,YEAR_LEVEL,DOMAIN,STATE,SUBGROUP,ENROLLED_STUDENTS,MEAN,MEAN_CI,MEAN_SD,NMS,NMS_CI,GAIN,GAIN_CI,EXEMPT,ABSENT,ASSESSED,WITHDRAWN,NONATTEMPT,PARTICIPATION_RATE,PARTICIPATION_NUMBER,NOT_STATED,AVERAGE_AGE,YEARS_OF_SCHOOLING,BANDCOL1,BANDCOL2,BANDCOL3,BANDCOL4,BANDCOL5,BANDCOL6,PCTL05,PCTL20,PCTL80,PCTL95,TREND,TREND_VALUE,NOD_MEAN_PREV,NOD_NMS_PREV,NOD_MEAN_BASE,NOD_NMS_BASE
2008,3,Grammar and Punctuation,ACT,All,4366.0,419.6,6.2,83.1,93.6,1.4,,,2.2,3.6,93.0,0.8,,95.6,4175,,8yrs 8mths,3yrs 4mths,4.2,8.3,14.8,23.2,23.2,24.1,276.5,350.1,490.2,551.7,Flat,434.8,,,,
2008,3,Grammar and Punctuation,ACT,Parental Education: Bachelor,167.0,445.2,,79.7,95.8,,,,2.4,3.0,94.6,0.0,,97.0,162,91.8,8yrs 7mths,3yrs 4mths,1.8,5.5,9.6,20.4,23.4,37.0,308.7,381.3,513.0,565.4,,,,,,
2008,3,Grammar and Punctuation,ACT,Parental Education: Certificate,72.0,396.1,,91.0,90.0,,,,1.4,4.2,93.1,1.4,,94.4,68,91.8,8yrs 7mths,3yrs 4mths,8.6,11.9,22.8,19.7,15.3,20.3,240.9,319.4,476.6,546.1,,,,,,
2008,3,Grammar and Punctuation,ACT,Parental Education: Diploma,52.0,401.4,,69.1,96.9,,,,0.0,3.8,96.2,0.0,,96.2,50,91.8,8yrs 7mths,3yrs 4mths,3.1,10.0,20.8,29.6,24.2,12.3,283.7,342.1,456.3,519.2,,,,,,
2008,3,Grammar and Punctuation,ACT,Parental Education: Not stated,4009.0,419.8,,82.7,93.7,,,,2.2,3.5,93.5,0.8,,95.7,3836,91.8,8yrs 7mths,3yrs 4mths,4.1,8.3,14.6,23.4,23.5,23.9,278.0,351.0,489.8,551.1,,,,,,
2008,3,Grammar and Punctuation,ACT,Non-LBOTE,3852.0,421.2,6.2,82.5,94.4,1.3,,,1.7,3.5,94.0,0.8,,95.7,3687,,8yrs 7mths,3yrs 4mths,3.9,8.2,14.6,23.3,23.7,24.6,279.6,352.5,491.1,552.4,,,,,,
2008,3,Grammar and Punctuation,ACT,Female,2154.0,431.2,6.9,78.9,96.5,1.1,,,1.3,3.8,94.2,0.7,,95.5,2056,,8yrs 7mths,3yrs 4mths,2.2,6.5,14.1,23.2,24.7,27.9,299.6,364.2,498.0,559.0,,,,,,
2008,3,Grammar and Punctuation,ACT,Indigenous,107.0,352.2,19.7,86.7,81.3,11.6,,,0.9,11.2,88.0,0.0,,88.8,95,,8yrs 8mths,3yrs 4mths,17.8,20.4,23.4,16.4,13.3,7.9,227.1,280.7,430.7,503.0,,,,,,
2008,3,Grammar and Punctuation,ACT,Male,2212.0,408.2,7.3,85.5,90.8,2.2,,,3.0,3.3,92.8,0.9,,95.8,2119,,8yrs 8mths,3yrs 4mths,6.1,10.0,15.3,23.3,21.8,20.5,259.6,335.4,481.6,542.6,,,,,,
2008,3,Grammar and Punctuation,ACT,LBOTE,405.0,401.7,12.0,86.1,86.1,6.6,,,6.9,3.5,88.4,1.2,,95.3,386,,8yrs 7mths,3yrs 4mths,7.0,9.7,15.1,23.1,20.6,17.5,248.4,329.1,475.5,538.6,,,,,,
2008,3,Grammar and Punctuation,ACT,Non-Indigenous,4172.0,421.6,6.0,82.1,94.1,1.3,,,2.1,3.2,93.9,0.9,,95.9,4003,,8yrs 7mths,3yrs 4mths,3.8,8.0,14.5,23.5,23.6,24.7,280.5,353.2,491.4,552.0,,,,,,
2008,3,Grammar and Punctuation,ACT,Parental Occupation: Group 1,149.0,441.4,,82.7,95.7,,,,2.7,3.4,94.0,0.0,,96.6,144,92.3,8yrs 7mths,3yrs 4mths,1.6,6.6,11.9,19.7,22.1,35.3,304.0,364.8,513.5,570.6,,,,,,
2008,3,Grammar and Punctuation,ACT,Parental Occupation: Group 2,75.0,423.1,,71.9,97.3,,,,0.0,1.3,98.7,0.0,,98.7,74,92.3,8yrs 7mths,3yrs 4mths,2.7,5.6,15.5,29.9,21.3,25.1,296.2,365.4,489.9,532.7,,,,,,
2008,3,Grammar and Punctuation,ACT,Parental Occupation: Group 3,61.0,396.7,,87.8,91.5,,,,1.6,3.3,95.1,0.0,,96.7,59,92.3,8yrs 7mths,3yrs 4mths,6.9,11.1,24.6,21.6,15.4,18.7,247.2,329.8,472.4,548.2,,,,,,
2008,3,Grammar and Punctuation,ACT,Parental Occupation: Not stated,4032.0,419.6,,82.9,93.7,,,,2.2,3.5,93.5,0.8,,95.7,3857,92.3,8yrs 7mths,3yrs 4mths,4.2,8.3,14.6,23.3,23.5,23.9,276.6,350.7,489.8,551.1,,,,,,
2008,3,Grammar and Punctuation,ACT,Parental Education: Year 12,41.0,408.3,,84.4,92.7,,,,2.4,4.9,90.2,2.4,,92.7,38,91.8,8yrs 7mths,3yrs 4mths,4.9,6.3,25.9,24.4,14.1,22.0,279.8,341.3,484.1,549.5,,,,,,
2008,3,Grammar and Punctuation,AUS,All,271720.0,403.2,1.3,87.5,91.7,0.3,,,1.7,2.9,95.0,0.5,,96.6,262612,,8yrs 7mths,3yrs 4mths,6.5,10.6,17.3,23.4,21.3,19.2,257.4,331.2,476.9,539.0,Dome shaped,407.5,,,,
2008,3,Grammar and Punctuation,AUS,Parental Education: Bachelor,43376.0,438.4,1.5,78.9,96.3,0.3,,,1.5,1.8,96.3,0.4,,97.8,42407,44.8,8yrs 5mths,3yrs 4mths,2.2,5.2,12.1,21.9,26.1,31.0,303.7,374.4,504.6,562.1,,,,,,
2008,3,Grammar and Punctuation,AUS,Parental Education: Certificate,43189.0,388.5,1.4,80.4,90.8,0.4,,,1.8,2.1,95.7,0.4,,97.5,42119,44.8,8yrs 5mths,3yrs 4mths,7.4,12.9,20.4,25.0,19.7,12.8,253.7,320.1,456.7,516.4,,,,,,
2008,3,Grammar and Punctuation,AUS,Parental Education: Diploma,22016.0,407.7,1.5,79.0,93.9,0.4,,,1.6,1.9,96.0,0.4,,97.7,21500,44.8,8yrs 5mths,3yrs 4mths,4.4,9.5,17.6,25.3,23.2,18.3,274.1,341.8,474.2,532.9,,,,,,
2008,3,Grammar and Punctuation,AUS,Parental Education: Not stated,121312.0,405.1,1.7,90.5,92.1,0.4,,,1.3,3.8,94.4,0.5,,95.7,116070,44.8,8yrs 7mths,3yrs 4mths,6.6,10.2,16.7,23.2,21.5,20.5,255.8,332.8,480.4,542.3,,,,,,
2008,3,Grammar and Punctuation,AUS,Non-LBOTE,215652.0,404.5,1.2,85.2,92.6,0.3,,,1.4,2.4,95.8,0.5,,97.2,209546,,8yrs 6mths,3yrs 4mths,6.0,10.7,17.5,23.6,21.5,19.3,261.9,332.6,476.9,538.7,Dome shaped,407.6,,,,
2008,3,Grammar and Punctuation,AUS,Female,132699.0,414.6,1.3,84.7,94.0,0.3,,,1.2,2.7,95.7,0.4,,96.9,128648,,8yrs 5mths,3yrs 4mths,4.7,8.7,15.9,23.6,23.4,22.4,271.9,345.6,485.1,545.5,Dome shaped,420.0,,,,
2008,3,Grammar and Punctuation,AUS,Indigenous,13184.0,305.5,5.8,106.3,65.3,2.0,,,2.0,8.6,89.0,0.5,,90.6,11946,,8yrs 5mths,3yrs 4mths,32.7,20.7,19.0,14.4,8.0,3.3,111.0,229.8,393.4,463.8,Dome shaped,307.0,,,,
2008,3,Grammar and Punctuation,AUS,Male,139019.0,392.2,1.3,88.8,89.5,0.3,,,2.2,3.1,94.1,0.5,,96.4,133963,,8yrs 6mths,3yrs 4mths,8.2,12.4,18.6,23.2,19.3,16.1,246.2,318.8,466.7,531.4,Increasing,402.8,,,,
2008,3,Grammar and Punctuation,AUS,LBOTE,47303.0,403.4,2.6,93.2,89.8,0.7,,,3.1,3.3,93.2,0.4,,96.2,45515,,8yrs 6mths,3yrs 4mths,7.2,9.6,16.1,23.0,21.3,19.8,247.7,332.1,479.2,542.4,Increasing,415.1,,,,
2008,3,Grammar and Punctuation,AUS,Non-Indigenous,250091.0,408.4,1.1,83.3,93.3,0.2,,,1.6,2.3,95.7,0.4,,97.3,243334,,8yrs 6mths,3yrs 4mths,5.1,10.1,17.2,23.9,22.1,20.0,268.4,338.1,479.2,540.5,Increasing,420.1,,,,
2008,3,Grammar and Punctuation,AUS,Parental Occupation: Group 1,36540.0,434.7,1.5,79.8,96.4,0.3,,,1.1,1.8,96.8,0.3,,97.9,35755,46.8,8yrs 5mths,3yrs 4mths,2.5,5.8,12.9,22.3,25.7,29.7,297.7,369.5,501.8,559.8,,,,,,
2008,3,Grammar and Punctuation,AUS,Parental Occupation: Group 2,37758.0,413.1,1.3,78.7,94.6,0.3,,,1.5,1.8,96.4,0.3,,97.9,36953,46.8,8yrs 5mths,3yrs 4mths,3.9,8.6,16.7,25.2,24.0,20.1,279.6,348.2,479.2,537.9,,,,,,
2008,3,Grammar and Punctuation,AUS,Parental Occupation: Group 3,34751.0,393.4,1.5,79.7,92.0,0.4,,,1.7,1.8,96.1,0.4,,97.8,33975,46.8,8yrs 5mths,3yrs 4mths,6.4,12.0,20.0,25.4,20.5,14.0,260.0,326.0,460.8,521.0,,,,,,
2008,3,Grammar and Punctuation,AUS,Parental Occupation: Group 4,24390.0,376.7,2.1,84.9,86.7,0.7,,,3.0,2.3,94.2,0.4,,97.2,23718,46.8,8yrs 5mths,3yrs 4mths,10.3,15.3,21.0,22.6,16.7,11.1,239.3,304.3,448.9,513.3,,,,,,
2008,3,Grammar and Punctuation,AUS,Parental Occupation: Not in paid work,11578.0,357.6,2.6,88.3,78.1,1.1,,,6.9,3.8,88.6,0.7,,95.4,11047,46.8,8yrs 5mths,3yrs 4mths,15.0,17.8,20.3,19.2,12.7,8.2,219.2,282.1,433.5,502.4,,,,,,
2008,3,Grammar and Punctuation,AUS,Parental Occupation: Not stated,126703.0,402.7,1.7,90.8,91.7,0.4,,,1.3,3.8,94.3,0.5,,95.6,121164,46.8,8yrs 6mths,3yrs 4mths,7.0,10.6,17.0,23.1,21.1,19.8,252.7,329.7,478.5,540.8,,,,,,
2008,3,Grammar and Punctuation,AUS,Parental Education: Year 11,23838.0,359.0,2.0,84.4,82.0,0.8,,,3.9,3.2,92.3,0.6,,96.2,22937,44.8,8yrs 5mths,3yrs 4mths,14.1,18.1,21.9,21.1,13.5,7.4,224.6,286.9,430.8,495.7,,,,,,
2008,3,Grammar and Punctuation,AUS,Parental Education: Year 12,17989.0,392.2,1.9,81.6,90.8,0.6,,,2.2,2.0,95.5,0.3,,97.7,17579,44.8,8yrs 5mths,3yrs 4mths,7.0,12.4,19.5,24.7,20.1,14.1,256.5,322.6,461.4,522.0,,,,,,
2008,3,Grammar and Punctuation,NSW,All,88122.0,417.2,1.9,80.8,95.2,0.3,,,0.9,1.9,96.0,0.8,,97.3,85778,,8yrs 7mths,3yrs 4mths,3.9,8.8,15.9,24.0,23.7,22.7,278.8,348.7,485.8,546.1,Increasing,425.9,,,,
2008,3,Grammar and Punctuation,NSW,Parental Education: Bachelor,14929.0,454.9,,73.6,98.0,,,,1.0,1.3,97.3,0.4,,98.3,14671,42.9,8yrs 6mths,3yrs 4mths,1.0,3.2,9.1,19.7,28.0,38.0,328.5,395.0,516.1,572.4,,,,,,
2008,3,Grammar and Punctuation,NSW,Parental Education: Certificate,14884.0,403.8,,74.4,95.2,,,,0.7,1.7,96.9,0.7,,97.6,14526,42.9,8yrs 7mths,3yrs 4mths,4.0,10.4,18.9,27.1,23.3,15.6,277.5,339.7,466.7,524.0,,,,,,
2008,3,Grammar and Punctuation,NSW,Parental Education: Diploma,7605.0,423.3,,73.7,96.8,,,,0.8,1.6,97.2,0.5,,97.9,7449,42.9,8yrs 7mths,3yrs 4mths,2.4,6.9,14.7,25.3,27.2,22.7,295.3,361.9,484.9,539.8,,,,,,
2008,3,Grammar and Punctuation,NSW,Parental Education: Not stated,37753.0,416.9,,81.9,95.0,,,,0.9,2.0,96.1,1.0,,97.0,36618,42.9,8yrs 7mths,3yrs 4mths,4.1,9.0,15.8,23.8,23.2,23.1,277.2,347.5,487.0,547.4,,,,,,
2008,3,Grammar and Punctuation,NSW,Non-LBOTE,69362.0,418.0,1.9,80.6,95.5,0.3,,,0.7,1.8,96.7,0.8,,97.4,67546,,8yrs 7mths,3yrs 4mths,3.8,8.7,15.8,24.0,24.0,23.1,280.2,349.8,486.6,546.1,,,,,,
2008,3,Grammar and Punctuation,NSW,Female,43043.0,428.1,1.9,77.4,96.9,0.3,,,0.8,1.7,96.9,0.6,,97.6,42025,,8yrs 6mths,3yrs 4mths,2.4,7.0,14.3,23.7,25.9,26.1,295.7,362.9,493.8,551.8,,,,,,
2008,3,Grammar and Punctuation,NSW,Indigenous,3667.0,347.1,3.6,77.8,82.2,1.6,,,1.4,4.9,92.0,1.3,,93.8,3440,,8yrs 7mths,3yrs 4mths,16.4,21.5,24.5,19.9,11.7,4.6,222.8,279.3,415.4,475.2,,,,,,
2008,3,Grammar and Punctuation,NSW,Male,45079.0,406.7,2.1,82.7,93.5,0.4,,,1.1,2.0,96.0,1.0,,97.1,43753,,8yrs 7mths,3yrs 4mths,5.4,10.6,17.4,24.3,21.7,19.6,266.8,335.6,477.4,539.8,,,,,,
2008,3,Grammar and Punctuation,NSW,LBOTE,17395.0,415.2,3.6,81.4,94.2,0.6,,,1.6,1.7,95.9,0.8,,97.6,16969,,8yrs 5mths,3yrs 4mths,4.1,9.1,16.1,24.1,23.0,21.8,276.6,346.0,484.4,546.4,,,,,,
2008,3,Grammar and Punctuation,NSW,Non-Indigenous,80570.0,420.2,1.8,79.4,95.8,0.3,,,0.8,1.7,96.8,0.7,,97.6,78645,,8yrs 7mths,3yrs 4mths,3.3,8.2,15.5,24.3,24.3,23.5,284.4,353.2,487.6,547.1,,,,,,
2008,3,Grammar and Punctuation,NSW,Parental Occupation: Group 1,11429.0,450.1,,76.0,98.0,,,,0.6,1.3,97.8,0.3,,98.4,11242,46.5,8yrs 7mths,3yrs 4mths,1.4,4.1,10.1,20.0,27.4,36.4,318.4,388.1,513.9,570.3,,,,,,
2008,3,Grammar and Punctuation,NSW,Parental Occupation: Group 2,12266.0,429.8,,73.4,97.5,,,,0.5,1.3,97.7,0.5,,98.2,12048,46.5,8yrs 7mths,3yrs 4mths,1.9,5.9,13.5,25.1,27.8,25.3,303.3,369.4,491.1,546.8,,,,,,
2008,3,Grammar and Punctuation,NSW,Parental Occupation: Group 3,10841.0,412.9,,74.0,96.2,,,,0.7,1.4,97.3,0.6,,98.0,10625,46.5,8yrs 7mths,3yrs 4mths,3.2,8.3,17.2,27.0,24.9,18.7,286.3,350.9,475.1,532.0,,,,,,
2008,3,Grammar and Punctuation,NSW,Parental Occupation: Group 4,8307.0,399.9,,79.5,93.8,,,,1.0,1.9,96.3,0.8,,97.3,8085,46.5,8yrs 7mths,3yrs 4mths,5.2,11.8,19.4,25.4,21.0,16.2,268.5,330.7,467.4,530.8,,,,,,
2008,3,Grammar and Punctuation,NSW,Parental Occupation: Not in paid work,4221.0,374.1,,79.7,88.3,,,,2.0,3.2,93.7,1.1,,95.7,4038,46.5,8yrs 7mths,3yrs 4mths,9.7,16.8,22.3,23.5,15.9,9.7,246.6,302.9,442.3,506.8,,,,,,
2008,3,Grammar and Punctuation,NSW,Parental Occupation: Not stated,41058.0,413.2,,82.5,94.4,,,,1.1,2.2,95.7,1.1,,96.8,39740,46.5,8yrs 7mths,3yrs 4mths,4.6,9.7,16.4,23.7,22.6,21.9,273.1,342.5,484.1,545.1,,,,,,
2008,3,Grammar and Punctuation,NSW,Parental Education: Year 11,7991.0,373.6,,78.0,89.0,,,,1.4,2.9,94.4,1.2,,95.9,7661,42.9,8yrs 7mths,3yrs 4mths,9.6,16.7,22.6,24.2,16.4,9.0,248.1,304.0,440.1,501.8,,,,,,
2008,3,Grammar and Punctuation,NSW,Parental Education: Year 12,4960.0,407.1,,77.2,94.8,,,,1.0,1.7,96.8,0.5,,97.8,4853,42.9,8yrs 6mths,3yrs 4mths,4.1,9.8,18.1,26.4,22.9,17.6,276.2,342.2,471.9,532.4,,,,,,
2008,3,Grammar and Punctuation,NT,All,3370.0,291.0,23.5,150.1,60.1,6.9,,,1.7,15.9,81.0,0.9,,82.3,2773,,8yrs 6mths,3yrs 4mths,38.2,13.7,14.2,13.8,10.3,8.2,9.8,160.8,421.1,502.0,Increasing,304.3,,,,
2008,3,Grammar and Punctuation,NT,Parental Education: Bachelor,216.0,410.3,,97.4,91.1,,,,1.9,2.8,95.4,0.0,,97.2,210,73.7,8yrs 5mths,3yrs 4mths,7.0,9.8,14.0,23.1,21.4,22.8,239.9,335.0,487.3,560.2,,,,,,
2008,3,Grammar and Punctuation,NT,Parental Education: Certificate,280.0,345.1,,97.2,77.5,,,,1.4,6.4,92.1,0.0,,93.6,262,73.7,8yrs 5mths,3yrs 4mths,21.1,17.6,19.1,20.0,13.9,6.9,183.9,265.0,430.5,490.4,,,,,,
2008,3,Grammar and Punctuation,NT,Parental Education: Diploma,141.0,369.9,,89.5,85.2,,,,3.5,3.5,92.2,0.7,,95.7,135,73.7,8yrs 5mths,3yrs 4mths,11.2,17.9,22.6,17.7,15.2,11.9,221.1,294.1,450.1,514.8,,,,,,
2008,3,Grammar and Punctuation,NT,Parental Education: Not stated,2482.0,268.9,,156.5,53.9,,,,1.2,19.5,77.0,1.0,,78.2,1941,73.7,8yrs 5mths,3yrs 4mths,44.9,12.9,12.9,12.1,8.8,7.2,-8.8,122.1,409.8,496.8,,,,,,
2008,3,Grammar and Punctuation,NT,Non-LBOTE,1265.0,342.6,19.9,118.4,76.8,5.8,,,0.9,5.1,93.1,0.2,,94.1,1190,,8yrs 5mths,3yrs 4mths,22.3,16.2,18.8,18.4,12.9,10.4,130.8,260.0,438.0,512.6,,,,,,
2008,3,Grammar and Punctuation,NT,Female,1661.0,302.7,22.8,145.7,63.2,7.1,,,1.5,15.2,81.9,0.8,,83.4,1385,,8yrs 5mths,3yrs 4mths,35.3,13.4,14.7,14.7,11.3,9.1,29.5,178.1,428.8,504.3,,,,,,
2008,3,Grammar and Punctuation,NT,Indigenous,1431.0,176.7,23.3,133.3,25.8,5.9,,,1.0,27.1,70.0,0.1,,70.6,1010,,8yrs 6mths,3yrs 4mths,73.2,11.5,7.6,4.5,1.6,0.6,-42.7,53.2,294.4,389.2,,,,,,
2008,3,Grammar and Punctuation,NT,Male,1709.0,279.6,25.1,153.4,57.2,7.1,,,1.8,16.7,79.4,0.9,,81.2,1388,,8yrs 6mths,3yrs 4mths,41.0,13.9,13.8,12.8,9.4,7.2,-4.6,144.9,413.6,500.5,,,,,,
2008,3,Grammar and Punctuation,NT,LBOTE,929.0,191.8,27.9,147.8,29.9,7.9,,,2.4,19.3,76.3,0.1,,78.7,731,,8yrs 6mths,3yrs 4mths,67.8,9.7,7.8,5.7,4.2,2.3,-40.5,55.8,325.0,444.4,,,,,,
2008,3,Grammar and Punctuation,NT,Non-Indigenous,1746.0,378.6,9.1,92.4,87.1,2.9,,,1.1,6.2,91.2,1.5,,92.3,1611,,8yrs 5mths,3yrs 4mths,11.8,15.3,19.4,21.2,17.3,13.9,225.0,300.0,458.2,524.5,,,,,,
2008,3,Grammar and Punctuation,NT,Parental Occupation: Group 1,255.0,396.5,,98.9,88.3,,,,1.6,3.9,94.1,0.4,,95.7,244,75.1,8yrs 5mths,3yrs 4mths,10.1,11.1,17.2,21.6,19.3,19.1,224.9,315.0,477.0,555.4,,,,,,
2008,3,Grammar and Punctuation,NT,Parental Occupation: Group 2,182.0,379.1,,83.2,89.2,,,,1.6,2.7,95.6,0.0,,97.3,177,75.1,8yrs 6mths,3yrs 4mths,9.1,17.7,18.6,22.0,19.6,11.4,241.1,304.4,457.7,502.1,,,,,,
2008,3,Grammar and Punctuation,NT,Parental Occupation: Group 3,201.0,352.0,,90.4,81.1,,,,3.0,7.0,89.6,0.5,,92.5,186,75.1,8yrs 5mths,3yrs 4mths,15.9,20.0,21.2,19.2,13.0,7.7,209.2,279.6,431.4,497.9,,,,,,
2008,3,Grammar and Punctuation,NT,Parental Occupation: Group 4,102.0,330.1,,109.8,71.8,,,,4.9,5.9,89.2,0.0,,94.1,96,75.1,8yrs 6mths,3yrs 4mths,23.3,18.4,21.4,13.1,12.0,6.9,136.7,248.0,424.7,489.3,,,,,,
2008,3,Grammar and Punctuation,NT,Parental Occupation: Not in paid work,103.0,261.3,,112.6,41.0,,,,7.8,11.7,78.6,1.0,,86.4,89,75.1,8yrs 5mths,3yrs 4mths,51.3,15.1,10.3,8.7,3.9,3.7,67.9,171.7,358.4,460.1,,,,,,
2008,3,Grammar and Punctuation,NT,Parental Occupation: Not stated,2527.0,269.0,,155.9,53.9,,,,1.2,19.4,77.2,1.0,,78.4,1981,75.1,8yrs 5mths,3yrs 4mths,45.0,12.9,13.0,12.2,8.8,7.1,-7.4,123.5,409.2,496.1,,,,,,
2008,3,Grammar and Punctuation,NT,Parental Education: Year 11,183.0,283.4,,117.4,55.3,,,,4.9,12.0,81.4,1.1,,86.3,158,73.7,8yrs 6mths,3yrs 4mths,39.8,19.3,16.1,9.4,6.2,4.3,70.2,186.8,378.4,476.1,,,,,,
2008,3,Grammar and Punctuation,NT,Parental Education: Year 12,68.0,360.1,,77.0,80.6,,,,4.4,1.5,94.1,0.0,,98.5,67,73.7,8yrs 5mths,3yrs 4mths,15.0,14.7,23.2,22.1,15.9,4.7,232.8,292.7,429.7,476.3,,,,,,
2008,3,Grammar and Punctuation,QLD,All,57156.0,370.4,2.7,86.9,86.5,0.8,,,1.8,1.9,96.0,0.3,,97.7,55861,,8yrs 3mths,3yrs 4mths,11.7,16.1,21.9,22.3,16.1,10.1,231.9,299.0,444.1,507.1,Dome shaped,375.4,,,,
2008,3,Grammar and Punctuation,QLD,Parental Education: Bachelor,11290.0,411.2,,79.7,94.7,,,,1.0,1.4,97.3,0.4,,98.3,11095,27.4,8yrs 0mths,3yrs 4mths,4.3,8.5,17.4,25.3,23.8,19.7,276.2,346.9,478.0,536.5,,,,,,
2008,3,Grammar and Punctuation,QLD,Parental Education: Certificate,12778.0,363.1,,79.6,86.5,,,,1.6,1.7,96.4,0.3,,98.0,12522,27.4,8yrs 0mths,3yrs 4mths,12.0,17.9,24.1,22.8,14.5,7.1,234.7,295.6,431.1,491.6,,,,,,
2008,3,Grammar and Punctuation,QLD,Parental Education: Diploma,5850.0,378.7,,79.3,90.5,,,,1.2,1.7,96.6,0.4,,97.8,5723,27.4,8yrs 0mths,3yrs 4mths,8.3,14.7,23.1,24.8,17.8,10.0,248.3,313.1,446.1,505.2,,,,,,
2008,3,Grammar and Punctuation,QLD,Parental Education: Not stated,15690.0,362.5,,92.1,84.0,,,,2.2,2.2,95.3,0.4,,97.4,15288,27.4,8yrs 0mths,3yrs 4mths,13.8,17.0,21.9,21.3,14.7,9.2,220.8,290.7,438.5,503.0,,,,,,
2008,3,Grammar and Punctuation,QLD,Non-LBOTE,52054.0,372.5,2.6,85.6,87.5,0.7,,,1.6,1.8,96.3,0.4,,97.8,50926,,8yrs 0mths,3yrs 4mths,10.9,16.1,22.0,22.6,16.4,10.3,237.1,301.3,445.2,507.9,,,,,,
2008,3,Grammar and Punctuation,QLD,Female,27741.0,381.5,2.7,84.0,89.9,0.7,,,1.2,1.7,96.8,0.3,,98.0,27181,,8yrs 0mths,3yrs 4mths,8.9,14.3,21.4,24.0,18.2,12.0,245.8,312.4,452.5,513.3,,,,,,
2008,3,Grammar and Punctuation,QLD,Indigenous,4126.0,302.3,8.4,88.6,62.9,3.7,,,2.6,4.6,93.0,0.2,,95.2,3928,,8yrs 0mths,3yrs 4mths,34.5,23.7,19.1,12.1,5.8,2.1,157.4,233.6,375.6,447.7,,,,,,
2008,3,Grammar and Punctuation,QLD,Male,29413.0,359.9,2.9,88.3,83.2,0.9,,,2.5,2.1,95.0,0.4,,97.5,28679,,8yrs 1mth,3yrs 4mths,14.3,17.8,22.3,20.8,14.0,8.3,220.8,288.0,434.5,500.1,,,,,,
2008,3,Grammar and Punctuation,QLD,LBOTE,5102.0,349.1,9.4,97.4,75.9,3.6,,,4.7,3.1,92.0,0.2,,96.7,4935,,8yrs 0mths,3yrs 4mths,19.4,16.1,19.9,19.5,12.4,8.1,184.5,268.7,430.8,500.2,,,,,,
2008,3,Grammar and Punctuation,QLD,Non-Indigenous,53030.0,375.7,2.5,84.5,88.3,0.6,,,1.8,1.7,96.1,0.3,,97.9,51933,,8yrs 0mths,3yrs 4mths,9.9,15.5,22.1,23.1,16.8,10.7,241.5,305.9,447.3,509.3,,,,,,
2008,3,Grammar and Punctuation,QLD,Parental Occupation: Group 1,9627.0,409.6,,80.5,94.6,,,,0.8,1.4,97.5,0.3,,98.3,9466,29.1,8yrs 0mths,3yrs 4mths,4.6,9.0,17.8,24.8,23.4,19.7,273.5,344.1,477.9,536.0,,,,,,
2008,3,Grammar and Punctuation,QLD,Parental Occupation: Group 2,9756.0,386.0,,78.7,91.9,,,,1.1,1.5,97.1,0.3,,98.2,9580,29.1,8yrs 0mths,3yrs 4mths,7.0,13.3,22.2,25.5,19.3,11.6,256.3,320.7,453.0,511.5,,,,,,
2008,3,Grammar and Punctuation,QLD,Parental Occupation: Group 3,10899.0,366.2,,78.9,87.7,,,,1.3,1.7,96.6,0.4,,97.9,10672,29.1,8yrs 0mths,3yrs 4mths,11.0,17.3,24.1,23.7,15.1,7.4,238.6,299.6,433.5,492.4,,,,,,
2008,3,Grammar and Punctuation,QLD,Parental Occupation: Group 4,7143.0,343.0,,81.3,79.9,,,,2.6,2.1,94.9,0.3,,97.6,6971,29.1,8yrs 0mths,3yrs 4mths,17.4,21.8,23.8,19.1,10.7,4.5,215.3,275.9,412.6,474.8,,,,,,
2008,3,Grammar and Punctuation,QLD,Parental Occupation: Not in paid work,2995.0,326.1,,88.2,71.2,,,,4.4,4.2,90.9,0.5,,95.3,2854,29.1,8yrs 1mth,3yrs 4mths,24.3,23.2,20.9,14.9,7.6,4.6,188.1,257.2,398.4,475.8,,,,,,
2008,3,Grammar and Punctuation,QLD,Parental Occupation: Not stated,16736.0,360.6,,91.7,83.3,,,,2.4,2.1,95.1,0.4,,97.5,16318,29.1,8yrs 0mths,3yrs 4mths,14.3,17.4,21.9,20.9,14.3,8.8,219.9,288.2,436.7,501.7,,,,,,
2008,3,Grammar and Punctuation,QLD,Parental Education: Year 11,6412.0,330.0,,82.0,74.8,,,,3.6,2.9,93.3,0.3,,96.8,6210,27.4,8yrs 0mths,3yrs 4mths,21.6,23.5,23.1,16.7,8.1,3.5,200.3,264.6,398.6,465.4,,,,,,
2008,3,Grammar and Punctuation,QLD,Parental Education: Year 12,5136.0,362.9,,82.3,85.6,,,,1.9,1.9,95.9,0.3,,97.8,5023,27.4,8yrs 0mths,3yrs 4mths,12.5,18.1,22.8,22.3,14.8,7.7,231.2,293.7,433.2,495.2,,,,,,
2008,3,Grammar and Punctuation,SA,All,19312.0,396.7,3.4,79.9,90.8,1.0,,,3.1,2.4,94.0,0.6,,97.0,18734,,8yrs 7mths,3yrs 4mths,6.1,11.5,18.8,24.7,21.0,14.8,261.3,328.4,464.5,524.9,Increasing,401.1,,,,
2008,3,Grammar and Punctuation,SA,Parental Education: Bachelor,2622.0,436.9,,73.3,97.1,,,,1.1,1.7,96.5,0.7,,97.6,2560,29.2,8yrs 6mths,3yrs 4mths,1.7,4.6,12.4,23.2,28.0,28.8,311.0,376.4,498.5,552.3,,,,,,
